id,account_status,months,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status,guarantors,residence,property,age,other_installments,housing,credit_cards,job,dependents,phone,foreign_worker,credit_rating
350,x >= 200 DM / salary assignments for at least 1 year ,12,existing credits paid back duly till now ,furniture/equipment ,1474,x < 100 DM ,x < 1 year ,4,female - divorced/separated/married ,none ,1,building society savings agreement/ life insurance ,33,bank ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
351,0 <= x < 200 DM ,15,no credits taken/ all credits paid back duly ,car (new) ,1778,x < 100 DM ,x < 1 year ,2,female - divorced/separated/married ,none ,1,real estate ,26,none ,rent ,2,unemployed/ unskilled - non-resident,1,none ,yes ,2
352,0 <= x < 200 DM ,18,existing credits paid back duly till now ,repairs ,3872,x < 100 DM ,unemployed ,2,female - divorced/separated/married ,none ,4,"car or other, not in attribute Account ",67,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
353,no checking account ,12,critical account/ other credits existing (not at this bank) ,education ,3565,unknown/ no savings account ,x < 1 year ,2,male - single ,none ,1,building society savings agreement/ life insurance ,37,none ,own ,2,unskilled - resident,2,none ,yes ,1
354,x < 0 DM ,24,existing credits paid back duly till now ,car (new) ,915,unknown/ no savings account ,x>= 7 years ,4,female - divorced/separated/married ,none ,2,"car or other, not in attribute Account ",29,bank ,own ,1,skilled employee / official,1,none ,yes ,2
355,x < 0 DM ,12,existing credits paid back duly till now ,education ,684,x < 100 DM ,1 <= x < 4 years ,4,male - single ,none ,4,"car or other, not in attribute Account ",40,none ,rent ,1,unskilled - resident,2,none ,yes ,2
356,x >= 200 DM / salary assignments for at least 1 year ,12,existing credits paid back duly till now ,car (new) ,1330,x < 100 DM ,x < 1 year ,4,male - single ,none ,1,real estate ,26,none ,own ,1,skilled employee / official,1,none ,yes ,1
357,no checking account ,12,critical account/ other credits existing (not at this bank) ,radio/television ,1291,x < 100 DM ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,2,building society savings agreement/ life insurance ,35,none ,own ,2,skilled employee / official,1,none ,yes ,1
358,0 <= x < 200 DM ,48,no credits taken/ all credits paid back duly ,car (new) ,8358,500 <= x < 1000 DM ,x < 1 year ,1,female - divorced/separated/married ,none ,1,"car or other, not in attribute Account ",30,none ,own ,2,skilled employee / official,1,none ,yes ,1
359,x < 0 DM ,33,critical account/ other credits existing (not at this bank) ,furniture/equipment ,4281,500 <= x < 1000 DM ,1 <= x < 4 years ,1,female - divorced/separated/married ,none ,4,"car or other, not in attribute Account ",23,none ,own ,2,skilled employee / official,1,none ,yes ,2
360,no checking account ,18,existing credits paid back duly till now ,car (used) ,3378,unknown/ no savings account ,1 <= x < 4 years ,2,male - single ,none ,1,building society savings agreement/ life insurance ,31,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
361,no checking account ,24,critical account/ other credits existing (not at this bank) ,business ,4526,x < 100 DM ,1 <= x < 4 years ,3,male - single ,none ,2,real estate ,74,none ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
362,x < 0 DM ,12,existing credits paid back duly till now ,furniture/equipment ,2577,x < 100 DM ,1 <= x < 4 years ,2,male - divorced/separated ,none ,1,"car or other, not in attribute Account ",42,none ,own ,1,skilled employee / official,1,none ,yes ,1
363,no checking account ,7,critical account/ other credits existing (not at this bank) ,radio/television ,730,unknown/ no savings account ,x>= 7 years ,4,male - single ,none ,2,building society savings agreement/ life insurance ,46,none ,rent ,2,unskilled - resident,1,"yes, registered under the customers name ",yes ,1
364,x < 0 DM ,24,all credits at this bank paid back duly ,car (used) ,3632,x < 100 DM ,1 <= x < 4 years ,1,female - divorced/separated/married ,guarantor ,4,"car or other, not in attribute Account ",22,bank ,rent ,1,skilled employee / official,1,none ,no ,1
365,no checking account ,6,critical account/ other credits existing (not at this bank) ,car (new) ,6761,x < 100 DM ,4 <= x < 7 years ,1,male - single ,none ,3,unknown / no property ,45,none ,own ,2,management/ self-employed/highly qualified employee/ officer,2,"yes, registered under the customers name ",yes ,1
366,0 <= x < 200 DM ,48,delay in paying off in the past ,education ,6224,x < 100 DM ,x>= 7 years ,4,male - single ,none ,4,unknown / no property ,50,none ,for free ,1,skilled employee / official,1,none ,yes ,2
367,x < 0 DM ,18,existing credits paid back duly till now ,car (used) ,7511,unknown/ no savings account ,x>= 7 years ,1,male - single ,none ,4,building society savings agreement/ life insurance ,51,none ,for free ,1,skilled employee / official,2,"yes, registered under the customers name ",yes ,2
368,x < 0 DM ,15,existing credits paid back duly till now ,furniture/equipment ,1845,x < 100 DM ,x < 1 year ,4,female - divorced/separated/married ,guarantor ,1,building society savings agreement/ life insurance ,46,none ,rent ,1,skilled employee / official,1,none ,yes ,1
369,x < 0 DM ,12,existing credits paid back duly till now ,furniture/equipment ,1657,x < 100 DM ,1 <= x < 4 years ,2,male - single ,none ,2,real estate ,27,none ,own ,1,skilled employee / official,1,none ,yes ,1
370,0 <= x < 200 DM ,20,no credits taken/ all credits paid back duly ,car (used) ,6148,100 <= x < 500 DM ,x>= 7 years ,3,male - married/widowed ,none ,4,"car or other, not in attribute Account ",31,bank ,own ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
371,x < 0 DM ,18,existing credits paid back duly till now ,furniture/equipment ,4153,x < 100 DM ,1 <= x < 4 years ,2,male - single ,co-applicant ,3,"car or other, not in attribute Account ",42,none ,own ,1,skilled employee / official,1,none ,yes ,2
372,0 <= x < 200 DM ,30,delay in paying off in the past ,business ,2503,100 <= x < 500 DM ,x>= 7 years ,4,male - single ,none ,2,building society savings agreement/ life insurance ,41,stores ,own ,2,skilled employee / official,1,none ,yes ,1
373,no checking account ,12,existing credits paid back duly till now ,radio/television ,2073,100 <= x < 500 DM ,1 <= x < 4 years ,4,female - divorced/separated/married ,co-applicant ,2,real estate ,28,none ,own ,1,skilled employee / official,1,none ,yes ,1
374,no checking account ,36,existing credits paid back duly till now ,car (used) ,4686,x < 100 DM ,1 <= x < 4 years ,2,male - single ,none ,2,unknown / no property ,32,none ,for free ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
375,0 <= x < 200 DM ,24,delay in paying off in the past ,furniture/equipment ,2064,x < 100 DM ,unemployed ,3,female - divorced/separated/married ,none ,2,building society savings agreement/ life insurance ,34,none ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,2
376,no checking account ,6,existing credits paid back duly till now ,furniture/equipment ,1543,x>= 1000 DM ,1 <= x < 4 years ,4,male - divorced/separated ,none ,2,real estate ,33,none ,own ,1,skilled employee / official,1,none ,yes ,1
377,no checking account ,6,existing credits paid back duly till now ,retraining ,1238,unknown/ no savings account ,unemployed ,4,male - single ,none ,4,building society savings agreement/ life insurance ,36,none ,own ,1,management/ self-employed/highly qualified employee/ officer,2,"yes, registered under the customers name ",yes ,1
378,0 <= x < 200 DM ,42,all credits at this bank paid back duly ,car (used) ,9283,x < 100 DM ,unemployed ,1,male - single ,none ,2,unknown / no property ,55,bank ,for free ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
379,x < 0 DM ,36,existing credits paid back duly till now ,furniture/equipment ,3620,x < 100 DM ,1 <= x < 4 years ,1,male - single ,guarantor ,2,building society savings agreement/ life insurance ,37,none ,own ,1,skilled employee / official,2,none ,yes ,1
380,0 <= x < 200 DM ,12,existing credits paid back duly till now ,car (new) ,888,x < 100 DM ,x>= 7 years ,4,male - single ,none ,4,"car or other, not in attribute Account ",41,bank ,own ,1,unskilled - resident,2,none ,yes ,2
381,0 <= x < 200 DM ,9,existing credits paid back duly till now ,radio/television ,790,500 <= x < 1000 DM ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,3,real estate ,66,none ,own ,1,unskilled - resident,1,none ,yes ,1
382,0 <= x < 200 DM ,36,existing credits paid back duly till now ,car (used) ,9398,x < 100 DM ,x < 1 year ,1,male - married/widowed ,none ,4,"car or other, not in attribute Account ",28,none ,rent ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,2
383,x < 0 DM ,27,critical account/ other credits existing (not at this bank) ,business ,2442,x < 100 DM ,x>= 7 years ,4,male - single ,none ,4,"car or other, not in attribute Account ",43,stores ,own ,4,management/ self-employed/highly qualified employee/ officer,2,"yes, registered under the customers name ",yes ,1
384,0 <= x < 200 DM ,6,existing credits paid back duly till now ,radio/television ,484,x < 100 DM ,4 <= x < 7 years ,3,male - married/widowed ,guarantor ,3,real estate ,28,bank ,own ,1,unskilled - resident,1,none ,yes ,1
385,no checking account ,12,existing credits paid back duly till now ,furniture/equipment ,1768,x < 100 DM ,1 <= x < 4 years ,3,male - single ,none ,2,real estate ,24,none ,rent ,1,unskilled - resident,1,none ,yes ,1
386,0 <= x < 200 DM ,30,existing credits paid back duly till now ,radio/television ,2991,unknown/ no savings account ,x>= 7 years ,2,female - divorced/separated/married ,none ,4,"car or other, not in attribute Account ",25,none ,own ,1,skilled employee / official,1,none ,yes ,1
387,no checking account ,24,existing credits paid back duly till now ,car (new) ,7393,x < 100 DM ,1 <= x < 4 years ,1,male - single ,none ,4,building society savings agreement/ life insurance ,43,none ,own ,1,unskilled - resident,2,none ,yes ,1
388,x < 0 DM ,24,delay in paying off in the past ,car (new) ,4870,x < 100 DM ,1 <= x < 4 years ,3,male - single ,none ,4,unknown / no property ,53,none ,for free ,2,skilled employee / official,2,none ,yes ,2
389,0 <= x < 200 DM ,9,existing credits paid back duly till now ,furniture/equipment ,2030,unknown/ no savings account ,4 <= x < 7 years ,2,male - single ,none ,1,"car or other, not in attribute Account ",24,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
390,x >= 200 DM / salary assignments for at least 1 year ,12,existing credits paid back duly till now ,radio/television ,3399,unknown/ no savings account ,x>= 7 years ,2,male - single ,none ,3,"car or other, not in attribute Account ",37,none ,own ,1,management/ self-employed/highly qualified employee/ officer,1,none ,yes ,1
391,no checking account ,15,critical account/ other credits existing (not at this bank) ,radio/television ,1360,x < 100 DM ,1 <= x < 4 years ,4,male - single ,none ,2,building society savings agreement/ life insurance ,31,none ,own ,2,skilled employee / official,1,none ,yes ,1
392,no checking account ,24,existing credits paid back duly till now ,furniture/equipment ,5511,100 <= x < 500 DM ,1 <= x < 4 years ,4,male - single ,none ,1,"car or other, not in attribute Account ",25,stores ,own ,1,skilled employee / official,1,none ,yes ,1
393,0 <= x < 200 DM ,18,critical account/ other credits existing (not at this bank) ,furniture/equipment ,6361,x < 100 DM ,x>= 7 years ,2,male - single ,none ,1,unknown / no property ,41,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
394,0 <= x < 200 DM ,18,delay in paying off in the past ,repairs ,6204,x < 100 DM ,1 <= x < 4 years ,2,male - single ,none ,4,real estate ,44,none ,own ,1,unskilled - resident,2,"yes, registered under the customers name ",yes ,1
395,no checking account ,24,existing credits paid back duly till now ,car (used) ,6313,unknown/ no savings account ,x>= 7 years ,3,male - single ,none ,4,"car or other, not in attribute Account ",41,none ,own ,1,management/ self-employed/highly qualified employee/ officer,2,"yes, registered under the customers name ",yes ,1
396,0 <= x < 200 DM ,30,critical account/ other credits existing (not at this bank) ,car (new) ,4249,x < 100 DM ,unemployed ,4,male - married/widowed ,none ,2,"car or other, not in attribute Account ",28,none ,own ,2,management/ self-employed/highly qualified employee/ officer,1,none ,yes ,2
397,no checking account ,48,existing credits paid back duly till now ,radio/television ,10222,unknown/ no savings account ,4 <= x < 7 years ,4,male - single ,none ,3,"car or other, not in attribute Account ",37,stores ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
398,0 <= x < 200 DM ,6,delay in paying off in the past ,car (new) ,1209,x < 100 DM ,unemployed ,4,male - single ,none ,4,building society savings agreement/ life insurance ,47,none ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,2
399,0 <= x < 200 DM ,24,existing credits paid back duly till now ,radio/television ,3758,500 <= x < 1000 DM ,unemployed ,1,female - divorced/separated/married ,none ,4,unknown / no property ,23,none ,rent ,1,unemployed/ unskilled - non-resident,1,none ,yes ,1
400,x < 0 DM ,36,critical account/ other credits existing (not at this bank) ,furniture/equipment ,5371,x < 100 DM ,1 <= x < 4 years ,3,male - single ,guarantor ,2,building society savings agreement/ life insurance ,28,none ,own ,2,skilled employee / official,1,none ,yes ,1
401,x < 0 DM ,12,existing credits paid back duly till now ,furniture/equipment ,1262,unknown/ no savings account ,x>= 7 years ,2,male - divorced/separated ,none ,4,building society savings agreement/ life insurance ,49,none ,own ,1,unskilled - resident,1,"yes, registered under the customers name ",yes ,1
402,no checking account ,6,existing credits paid back duly till now ,car (new) ,672,x < 100 DM ,unemployed ,1,female - divorced/separated/married ,none ,4,real estate ,54,none ,own ,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name ",yes ,1
403,no checking account ,12,existing credits paid back duly till now ,car (new) ,1101,x < 100 DM ,1 <= x < 4 years ,3,male - married/widowed ,none ,2,real estate ,27,none ,own ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
404,0 <= x < 200 DM ,12,critical account/ other credits existing (not at this bank) ,car (used) ,1804,100 <= x < 500 DM ,x < 1 year ,3,male - single ,none ,4,building society savings agreement/ life insurance ,44,none ,own ,1,skilled employee / official,1,none ,yes ,1
405,no checking account ,33,critical account/ other credits existing (not at this bank) ,car (used) ,7253,x < 100 DM ,4 <= x < 7 years ,3,male - single ,none ,2,"car or other, not in attribute Account ",35,none ,own ,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
406,no checking account ,24,critical account/ other credits existing (not at this bank) ,radio/television ,2872,100 <= x < 500 DM ,x>= 7 years ,3,male - single ,none ,4,real estate ,36,none ,own ,1,skilled employee / official,2,"yes, registered under the customers name ",yes ,1
407,no checking account ,18,existing credits paid back duly till now ,radio/television ,1473,x < 100 DM ,x < 1 year ,3,male - married/widowed ,none ,4,real estate ,39,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
408,no checking account ,12,critical account/ other credits existing (not at this bank) ,furniture/equipment ,1592,x>= 1000 DM ,4 <= x < 7 years ,3,female - divorced/separated/married ,none ,2,building society savings agreement/ life insurance ,35,none ,own ,1,skilled employee / official,1,none ,no ,1
409,no checking account ,24,existing credits paid back duly till now ,radio/television ,5943,unknown/ no savings account ,x < 1 year ,1,female - divorced/separated/married ,none ,1,"car or other, not in attribute Account ",44,none ,own ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
410,x < 0 DM ,12,existing credits paid back duly till now ,car (new) ,759,x < 100 DM ,4 <= x < 7 years ,4,male - single ,none ,2,real estate ,26,none ,own ,1,skilled employee / official,1,none ,yes ,2
411,no checking account ,24,existing credits paid back duly till now ,radio/television ,3181,x < 100 DM ,x < 1 year ,4,female - divorced/separated/married ,none ,4,building society savings agreement/ life insurance ,26,none ,own ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
412,0 <= x < 200 DM ,24,existing credits paid back duly till now ,car (used) ,4113,500 <= x < 1000 DM ,x < 1 year ,3,female - divorced/separated/married ,none ,4,"car or other, not in attribute Account ",28,none ,rent ,1,skilled employee / official,1,none ,yes ,2
413,x >= 200 DM / salary assignments for at least 1 year ,10,existing credits paid back duly till now ,car (new) ,1240,100 <= x < 500 DM ,x>= 7 years ,1,female - divorced/separated/married ,none ,4,unknown / no property ,48,none ,for free ,1,unskilled - resident,2,none ,yes ,2
414,x >= 200 DM / salary assignments for at least 1 year ,12,critical account/ other credits existing (not at this bank) ,car (new) ,939,500 <= x < 1000 DM ,4 <= x < 7 years ,4,male - married/widowed ,none ,2,real estate ,28,none ,own ,3,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
415,x < 0 DM ,24,existing credits paid back duly till now ,business ,6568,x < 100 DM ,1 <= x < 4 years ,2,male - married/widowed ,none ,2,"car or other, not in attribute Account ",21,stores ,own ,1,unskilled - resident,1,none ,yes ,1
416,x >= 200 DM / salary assignments for at least 1 year ,36,existing credits paid back duly till now ,radio/television ,4473,x < 100 DM ,x>= 7 years ,4,male - single ,none ,2,"car or other, not in attribute Account ",31,none ,own ,1,skilled employee / official,1,none ,yes ,1
417,x < 0 DM ,15,critical account/ other credits existing (not at this bank) ,furniture/equipment ,1433,x < 100 DM ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,3,building society savings agreement/ life insurance ,25,none ,rent ,2,skilled employee / official,1,none ,yes ,1
418,no checking account ,9,existing credits paid back duly till now ,furniture/equipment ,1980,x < 100 DM ,x < 1 year ,2,female - divorced/separated/married ,co-applicant ,2,"car or other, not in attribute Account ",19,none ,rent ,2,skilled employee / official,1,none ,yes ,2
419,x < 0 DM ,24,existing credits paid back duly till now ,furniture/equipment ,4020,x < 100 DM ,1 <= x < 4 years ,2,male - single ,none ,2,"car or other, not in attribute Account ",27,stores ,own ,1,skilled employee / official,1,none ,yes ,1
420,x < 0 DM ,42,delay in paying off in the past ,radio/television ,4370,x < 100 DM ,4 <= x < 7 years ,3,male - single ,none ,2,building society savings agreement/ life insurance ,26,bank ,own ,2,skilled employee / official,2,"yes, registered under the customers name ",yes ,2
421,0 <= x < 200 DM ,11,critical account/ other credits existing (not at this bank) ,car (new) ,1322,x>= 1000 DM ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,4,"car or other, not in attribute Account ",40,none ,own ,2,skilled employee / official,1,none ,yes ,1
422,x >= 200 DM / salary assignments for at least 1 year ,24,existing credits paid back duly till now ,furniture/equipment ,3749,x < 100 DM ,x < 1 year ,2,female - divorced/separated/married ,none ,4,"car or other, not in attribute Account ",26,none ,own ,1,skilled employee / official,1,none ,yes ,1
423,no checking account ,21,existing credits paid back duly till now ,car (used) ,2476,unknown/ no savings account ,x>= 7 years ,4,male - single ,none ,4,real estate ,46,none ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
424,0 <= x < 200 DM ,12,critical account/ other credits existing (not at this bank) ,car (used) ,1860,x < 100 DM ,unemployed ,4,male - single ,none ,2,"car or other, not in attribute Account ",34,none ,own ,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
425,no checking account ,24,delay in paying off in the past ,car (new) ,2538,x < 100 DM ,x>= 7 years ,4,male - single ,none ,4,"car or other, not in attribute Account ",47,none ,own ,2,unskilled - resident,2,none ,yes ,2
426,x < 0 DM ,12,existing credits paid back duly till now ,car (used) ,3386,x < 100 DM ,x>= 7 years ,3,male - single ,none ,4,unknown / no property ,35,none ,for free ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
427,0 <= x < 200 DM ,18,existing credits paid back duly till now ,car (new) ,6260,x < 100 DM ,4 <= x < 7 years ,3,male - single ,none ,3,real estate ,28,none ,rent ,1,unskilled - resident,1,none ,yes ,1
428,x < 0 DM ,12,no credits taken/ all credits paid back duly ,radio/television ,6199,x < 100 DM ,1 <= x < 4 years ,4,male - single ,none ,2,building society savings agreement/ life insurance ,28,none ,rent ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
429,0 <= x < 200 DM ,15,critical account/ other credits existing (not at this bank) ,radio/television ,2728,unknown/ no savings account ,4 <= x < 7 years ,4,male - single ,guarantor ,2,real estate ,35,bank ,own ,3,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
430,x < 0 DM ,16,critical account/ other credits existing (not at this bank) ,car (new) ,2625,x < 100 DM ,x>= 7 years ,2,male - single ,guarantor ,4,building society savings agreement/ life insurance ,43,bank ,rent ,1,skilled employee / official,1,"yes, registered under the customers name ",yes ,2
431,x < 0 DM ,9,critical account/ other credits existing (not at this bank) ,repairs ,1288,100 <= x < 500 DM ,x>= 7 years ,3,male - single ,guarantor ,4,real estate ,48,none ,own ,2,skilled employee / official,2,none ,no ,1
432,x >= 200 DM / salary assignments for at least 1 year ,12,critical account/ other credits existing (not at this bank) ,car (new) ,1480,500 <= x < 1000 DM ,unemployed ,2,male - single ,none ,4,unknown / no property ,66,bank ,for free ,3,unemployed/ unskilled - non-resident,1,none ,yes ,1
433,no checking account ,9,existing credits paid back duly till now ,car (new) ,2507,500 <= x < 1000 DM ,x>= 7 years ,2,male - single ,none ,4,unknown / no property ,51,none ,for free ,1,unskilled - resident,1,none ,yes ,1
434,0 <= x < 200 DM ,27,existing credits paid back duly till now ,business ,2528,x < 100 DM ,x < 1 year ,4,female - divorced/separated/married ,none ,1,building society savings agreement/ life insurance ,32,none ,own ,1,skilled employee / official,2,"yes, registered under the customers name ",yes ,1
435,0 <= x < 200 DM ,36,delay in paying off in the past ,car (new) ,2862,100 <= x < 500 DM ,x>= 7 years ,4,male - single ,none ,3,unknown / no property ,30,none ,for free ,1,skilled employee / official,1,none ,yes ,1
436,no checking account ,11,critical account/ other credits existing (not at this bank) ,radio/television ,1154,100 <= x < 500 DM ,unemployed ,4,female - divorced/separated/married ,none ,4,real estate ,57,none ,own ,3,unskilled - resident,1,none ,yes ,1
437,x < 0 DM ,24,existing credits paid back duly till now ,radio/television ,1823,x < 100 DM ,unemployed ,4,male - single ,none ,2,"car or other, not in attribute Account ",30,stores ,own ,1,management/ self-employed/highly qualified employee/ officer,2,none ,yes ,2
438,no checking account ,24,delay in paying off in the past ,car (new) ,2032,x < 100 DM ,x>= 7 years ,4,male - single ,none ,4,unknown / no property ,60,none ,for free ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
439,0 <= x < 200 DM ,11,existing credits paid back duly till now ,furniture/equipment ,1577,x>= 1000 DM ,x < 1 year ,4,female - divorced/separated/married ,none ,1,real estate ,20,none ,own ,1,skilled employee / official,1,none ,yes ,1
440,x < 0 DM ,12,existing credits paid back duly till now ,retraining ,902,x < 100 DM ,4 <= x < 7 years ,4,male - married/widowed ,none ,4,building society savings agreement/ life insurance ,21,none ,rent ,1,skilled employee / official,1,none ,yes ,2
441,x < 0 DM ,18,existing credits paid back duly till now ,radio/television ,2389,x < 100 DM ,x < 1 year ,4,female - divorced/separated/married ,none ,1,"car or other, not in attribute Account ",27,stores ,own ,1,skilled employee / official,1,none ,yes ,1
442,0 <= x < 200 DM ,9,existing credits paid back duly till now ,car (new) ,276,x < 100 DM ,1 <= x < 4 years ,4,male - married/widowed ,none ,4,real estate ,22,none ,rent ,1,unskilled - resident,1,none ,yes ,1
443,x < 0 DM ,18,existing credits paid back duly till now ,furniture/equipment ,3650,x < 100 DM ,x < 1 year ,1,female - divorced/separated/married ,none ,4,"car or other, not in attribute Account ",22,none ,rent ,1,skilled employee / official,1,none ,yes ,1
444,0 <= x < 200 DM ,18,critical account/ other credits existing (not at this bank) ,furniture/equipment ,7374,x < 100 DM ,unemployed ,4,male - single ,none ,4,building society savings agreement/ life insurance ,40,stores ,own ,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
445,0 <= x < 200 DM ,7,existing credits paid back duly till now ,radio/television ,2415,x < 100 DM ,1 <= x < 4 years ,3,male - single ,guarantor ,2,real estate ,34,none ,own ,1,skilled employee / official,1,none ,yes ,1
446,no checking account ,30,critical account/ other credits existing (not at this bank) ,radio/television ,3077,unknown/ no savings account ,x>= 7 years ,3,male - single ,none ,2,"car or other, not in attribute Account ",40,none ,own ,2,skilled employee / official,2,"yes, registered under the customers name ",yes ,1
447,0 <= x < 200 DM ,20,delay in paying off in the past ,car (used) ,7057,unknown/ no savings account ,4 <= x < 7 years ,3,male - single ,none ,4,building society savings agreement/ life insurance ,36,bank ,rent ,2,management/ self-employed/highly qualified employee/ officer,2,"yes, registered under the customers name ",yes ,1
448,0 <= x < 200 DM ,24,critical account/ other credits existing (not at this bank) ,education ,5743,x < 100 DM ,x < 1 year ,2,female - divorced/separated/married ,none ,4,unknown / no property ,24,none ,for free ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
449,x < 0 DM ,15,existing credits paid back duly till now ,domestic appliances ,1275,unknown/ no savings account ,1 <= x < 4 years ,4,female - divorced/separated/married ,none ,2,"car or other, not in attribute Account ",24,none ,rent ,1,skilled employee / official,1,none ,yes ,2
450,no checking account ,20,critical account/ other credits existing (not at this bank) ,car (new) ,3485,unknown/ no savings account ,x < 1 year ,2,male - divorced/separated ,none ,4,real estate ,44,none ,own ,2,skilled employee / official,1,"yes, registered under the customers name ",yes ,1
451,no checking account ,24,critical account/ other credits existing (not at this bank) ,car (used) ,3868,x < 100 DM ,x>= 7 years ,4,female - divorced/separated/married ,none ,2,"car or other, not in attribute Account ",41,none ,rent ,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
452,no checking account ,24,existing credits paid back duly till now ,radio/television ,3430,500 <= x < 1000 DM ,x>= 7 years ,3,male - single ,none ,2,"car or other, not in attribute Account ",31,none ,own ,1,skilled employee / official,2,"yes, registered under the customers name ",yes ,1
453,0 <= x < 200 DM ,24,critical account/ other credits existing (not at this bank) ,car (used) ,7758,x>= 1000 DM ,x>= 7 years ,2,female - divorced/separated/married ,none ,4,unknown / no property ,29,none ,rent ,1,skilled employee / official,1,none ,yes ,1
454,0 <= x < 200 DM ,24,existing credits paid back duly till now ,furniture/equipment ,4351,unknown/ no savings account ,1 <= x < 4 years ,1,female - divorced/separated/married ,none ,4,building society savings agreement/ life insurance ,48,none ,own ,1,unskilled - resident,1,"yes, registered under the customers name ",yes ,1
455,0 <= x < 200 DM ,48,no credits taken/ all credits paid back duly ,others ,18424,x < 100 DM ,1 <= x < 4 years ,1,female - divorced/separated/married ,none ,2,building society savings agreement/ life insurance ,32,bank ,own ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",no ,2
456,0 <= x < 200 DM ,27,critical account/ other credits existing (not at this bank) ,radio/television ,2520,500 <= x < 1000 DM ,1 <= x < 4 years ,4,male - single ,none ,2,building society savings agreement/ life insurance ,23,none ,own ,2,unskilled - resident,1,none ,yes ,2
457,x < 0 DM ,15,existing credits paid back duly till now ,car (new) ,2511,x < 100 DM ,unemployed ,1,female - divorced/separated/married ,none ,4,"car or other, not in attribute Account ",23,none ,rent ,1,skilled employee / official,1,none ,yes ,1
458,0 <= x < 200 DM ,9,existing credits paid back duly till now ,radio/television ,458,x < 100 DM ,1 <= x < 4 years ,4,male - single ,none ,3,real estate ,24,none ,own ,1,skilled employee / official,1,none ,yes ,1
459,no checking account ,6,delay in paying off in the past ,radio/television ,932,x < 100 DM ,1 <= x < 4 years ,3,female - divorced/separated/married ,none ,2,real estate ,24,none ,own ,1,skilled employee / official,1,none ,yes ,1
460,no checking account ,60,critical account/ other credits existing (not at this bank) ,car (new) ,13756,unknown/ no savings account ,x>= 7 years ,2,male - single ,none ,4,unknown / no property ,63,bank ,for free ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
461,x < 0 DM ,24,existing credits paid back duly till now ,car (used) ,6579,x < 100 DM ,unemployed ,4,male - single ,none ,2,unknown / no property ,29,none ,for free ,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name ",yes ,1
462,x < 0 DM ,48,no credits taken/ all credits paid back duly ,car (used) ,4605,x < 100 DM ,x>= 7 years ,3,male - single ,none ,4,unknown / no property ,24,none ,for free ,2,skilled employee / official,2,none ,yes ,2
463,x < 0 DM ,9,critical account/ other credits existing (not at this bank) ,car (new) ,2799,x < 100 DM ,1 <= x < 4 years ,2,male - single ,none ,2,real estate ,36,none ,rent ,2,skilled employee / official,2,none ,yes ,1
464,no checking account ,10,existing credits paid back duly till now ,car (new) ,1546,x < 100 DM ,1 <= x < 4 years ,3,male - single ,none ,2,real estate ,31,none ,own ,1,unskilled - resident,2,none ,no ,1
